Number,Name,Type1,Type2,Gen
0279,Pelipper,Water,Flying,3
0280,Ralts,Psychic,Fairy,3
0281,Kirlia,Psychic,Fairy,3
0282,Gardevoir,Psychic,Fairy,3
0283,Surskit,Bug,Water,3
0284,Masquerain,Bug,Flying,3
0285,Shroomish,Grass,None,3
0286,Breloom,Grass,Fighting,3
0287,Slakoth,Normal,None,3
0288,Vigoroth,Normal,None,3
0289,Slaking,Normal,None,3
0290,Nincada,Bug,Ground,3
0291,Ninjask,Bug,Flying,3
0292,Shedinja,Bug,Ghost,3
0293,Whismur,Normal,None,3
0294,Loudred,Normal,None,3
0295,Exploud,Normal,None,3
0296,Makuhita,Fighting,None,3
0297,Hariyama,Fighting,None,3
0298,Azurill,Normal,Fairy,3
0299,Nosepass,Rock,None,3
0300,Skitty,Normal,None,3
0301,Delcatty,Normal,None,3
0302,Sableye,Dark,Ghost,3
0303,Mawile,Steel,Fairy,3
0304,Aron,Steel,Rock,3
0305,Lairon,Steel,Rock,3
0306,Aggron,Steel,Rock,3
0307,Meditite,Fighting,Psychic,3
0308,Medicham,Fighting,Psychic,3
0309,Electrike,Electric,None,3
0310,Manectric,Electric,None,3
0311,Plusle,Electric,None,3
0312,Minun,Electric,None,3
0313,Volbeat,Bug,None,3
0314,Illumise,Bug,None,3
0315,Roselia,Grass,Poison,3
0316,Gulpin,Poison,None,3
0317,Swalot,Poison,None,3
0318,Carvanha,Water,Dark,3
0319,Sharpedo,Water,Dark,3
0320,Wailmer,Water,None,3
0321,Wailord,Water,None,3
0322,Numel,Fire,Ground,3
0323,Camerupt,Fire,Ground,3
0324,Torkoal,Fire,None,3
0325,Spoink,Psychic,None,3
0326,Grumpig,Psychic,None,3
0327,Spinda,Normal,None,3
0328,Trapinch,Ground,None,3
0329,Vibrava,Ground,Dragon,3
0330,Flygon,Ground,Dragon,3
0331,Cacnea,Grass,None,3
0332,Cacturne,Grass,Dark,3
0333,Swablu,Normal,Flying,3
0334,Altaria,Dragon,Flying,3
0335,Zangoose,Normal,None,3
0336,Seviper,Poison,None,3
0337,Lunatone,Rock,Psychic,3
0338,Solrock,Rock,Psychic,3
0339,Barboach,Water,Ground,3
0340,Whiscash,Water,Ground,3
0341,Corphish,Water,None,3
0342,Crawdaunt,Water,Dark,3
0343,Baltoy,Ground,Psychic,3
0344,Claydol,Ground,Psychic,3
0345,Lileep,Rock,Grass,3
0346,Cradily,Rock,Grass,3
0347,Anorith,Rock,Bug,3
0348,Armaldo,Rock,Bug,3
0349,Feebas,Water,None,3
0350,Milotic,Water,None,3
0351,Castform,Normal,None,3
0352,Kecleon,Normal,None,3
0353,Shuppet,Ghost,None,3
0354,Banette,Ghost,None,3
0355,Duskull,Ghost,None,3
0356,Dusclops,Ghost,None,3
0357,Tropius,Grass,Flying,3
0358,Chimecho,Psychic,None,3
0359,Absol,Dark,None,3
0360,Wynaut,Psychic,None,3
0361,Snorunt,Ice,None,3
0362,Glalie,Ice,None,3
0363,Spheal,Ice,Water,3
0364,Sealeo,Ice,Water,3
0365,Walrein,Ice,Water,3
0366,Clamperl,Water,None,3
0367,Huntail,Water,None,3
0368,Gorebyss,Water,None,3
0369,Relicanth,Water,Rock,3
0370,Luvdisc,Water,None,3
0371,Bagon,Dragon,None,3
0372,Shelgon,Dragon,None,3
0373,Salamence,Dragon,Flying,3
0374,Beldum,Steel,Psychic,3
0375,Metang,Steel,Psychic,3
0376,Metagross,Steel,Psychic,3
0377,Regirock,Rock,None,3
0378,Regice,Ice,None,3
0379,Registeel,Steel,None,3
0380,Latias,Dragon,Psychic,3
0381,Latios,Dragon,Psychic,3
0382,Kyogre,Water,None,3
0383,Groudon,Ground,None,3
0384,Rayquaza,Dragon,Flying,3
0385,Jirachi,Steel,Psychic,3
0386,Deoxys,Psychic,None,3
0387,Turtwig,Grass,None,4
0388,Grotle,Grass,None,4
0389,Torterra,Grass,Ground,4
0390,Chimchar,Fire,None,4
0391,Monferno,Fire,Fighting,4
0392,Infernape,Fire,Fighting,4
0393,Piplup,Water,None,4
0394,Prinplup,Water,None,4
0395,Empoleon,Water,Steel,4
0396,Starly,Normal,Flying,4
0397,Staravia,Normal,Flying,4
0398,Staraptor,Normal,Flying,4
0399,Bidoof,Normal,None,4
0400,Bibarel,Normal,Water,4
0401,Kricketot,Bug,None,4
0402,Kricketune,Bug,None,4
0403,Shinx,Electric,None,4
0404,Luxio,Electric,None,4
0405,Luxray,Electric,None,4
0406,Budew,Grass,Poison,4
0407,Roserade,Grass,Poison,4
0408,Cranidos,Rock,None,4
0409,Rampardos,Rock,None,4
0410,Shieldon,Rock,Steel,4
0411,Bastiodon,Rock,Steel,4
0412,Burmy,Bug,None,4
0413,Wormadam,Bug,Grass,4
0414,Mothim,Bug,Flying,4
0415,Combee,Bug,Flying,4
0416,Vespiquen,Bug,Flying,4
0417,Pachirisu,Electric,None,4
0418,Buizel,Water,None,4
0419,Floatzel,Water,None,4
0420,Cherubi,Grass,None,4
0421,Cherrim,Grass,None,4
0422,Shellos,Water,None,4
0423,Gastrodon,Water,Ground,4
0424,Ambipom,Normal,None,4
0425,Drifloon,Ghost,Flying,4
0426,Drifblim,Ghost,Flying,4
0427,Buneary,Normal,None,4
0428,Lopunny,Normal,None,4
0429,Mismagius,Ghost,None,4
0430,Honchkrow,Dark,Flying,4
0431,Glameow,Normal,None,4
0432,Purugly,Normal,None,4
0433,Chingling,Psychic,None,4
0434,Stunky,Poison,Dark,4
0435,Skuntank,Poison,Dark,4
0436,Bronzor,Steel,Psychic,4
0437,Bronzong,Steel,Psychic,4
0438,Bonsly,Rock,None,4
0439,Mime Jr.,Psychic,Fairy,4
0440,Happiny,Normal,None,4
0441,Chatot,Normal,Flying,4
0442,Spiritomb,Ghost,Dark,4
0443,Gible,Dragon,Ground,4
0444,Gabite,Dragon,Ground,4
0445,Garchomp,Dragon,Ground,4
0446,Munchlax,Normal,None,4
0447,Riolu,Fighting,None,4
0448,Lucario,Fighting,Steel,4
0449,Hippopotas,Ground,None,4
0450,Hippowdon,Ground,None,4
0451,Skorupi,Poison,Bug,4
0452,Drapion,Poison,Dark,4
0453,Croagunk,Poison,Fighting,4
0454,Toxicroak,Poison,Fighting,4
0455,Carnivine,Grass,None,4
0456,Finneon,Water,None,4
0457,Lumineon,Water,None,4
0458,Mantyke,Water,Flying,4
0459,Snover,Grass,Ice,4
0460,Abomasnow,Grass,Ice,4
0461,Weavile,Dark,Ice,4
0462,Magnezone,Electric,Steel,4
0463,Lickilicky,Normal,None,4
0464,Rhyperior,Ground,Rock,4
0465,Tangrowth,Grass,None,4
0466,Electivire,Electric,None,4
0467,Magmortar,Fire,None,4
0468,Togekiss,Fairy,Flying,4
0469,Yanmega,Bug,Flying,4
0470,Leafeon,Grass,None,4
0471,Glaceon,Ice,None,4
0472,Gliscor,Ground,Flying,4
0473,Mamoswine,Ice,Ground,4
0474,Porygon-Z,Normal,None,4
0475,Gallade,Psychic,Fighting,4
0476,Probopass,Rock,Steel,4
0477,Dusknoir,Ghost,None,4
0478,Froslass,Ice,Ghost,4
0479,Rotom,Electric,Ghost,4
0480,Uxie,Psychic,None,4
0481,Mesprit,Psychic,None,4
0482,Azelf,Psychic,None,4
0483,Dialga,Steel,Dragon,4
0484,Palkia,Water,Dragon,4
0485,Heatran,Fire,Steel,4
0486,Regigigas,Normal,None,4
0487,Giratina,Ghost,Dragon,4
0488,Cresselia,Psychic,None,4
0489,Phione,Water,None,4
0490,Manaphy,Water,None,4
0491,Darkrai,Dark,None,4
0492,Shaymin,Grass,None,4
0493,Arceus,Normal,None,4
0494,Victini,Psychic,Fire,5
0495,Snivy,Grass,None,5
0496,Servine,Grass,None,5
0497,Serperior,Grass,None,5
0498,Tepig,Fire,None,5
0499,Pignite,Fire,Fighting,5
0500,Emboar,Fire,Fighting,5
0501,Oshawott,Water,None,5
0502,Dewott,Water,None,5
0503,Samurott,Water,None,5
0504,Patrat,Normal,None,5
0505,Watchog,Normal,None,5
0506,Lillipup,Normal,None,5
0507,Herdier,Normal,None,5
0508,Stoutland,Normal,None,5
0509,Purrloin,Dark,None,5
0510,Liepard,Dark,None,5
0511,Pansage,Grass,None,5
0512,Simisage,Grass,None,5
0513,Pansear,Fire,None,5
0514,Simisear,Fire,None,5
0515,Panpour,Water,None,5
0516,Simipour,Water,None,5
0517,Munna,Psychic,None,5
0518,Musharna,Psychic,None,5
0519,Pidove,Normal,Flying,5
0520,Tranquill,Normal,Flying,5
0521,Unfezant,Normal,Flying,5
0522,Blitzle,Electric,None,5
0523,Zebstrika,Electric,None,5
0524,Roggenrola,Rock,None,5
0525,Boldore,Rock,None,5
0526,Gigalith,Rock,None,5
0527,Woobat,Psychic,Flying,5
0528,Swoobat,Psychic,Flying,5
0529,Drilbur,Ground,None,5
0530,Excadrill,Ground,Steel,5
0531,Audino,Normal,None,5
0532,Timburr,Fighting,None,5
0533,Gurdurr,Fighting,None,5
0534,Conkeldurr,Fighting,None,5
0535,Tympole,Water,None,5
0536,Palpitoad,Water,Ground,5
0537,Seismitoad,Water,Ground,5
0538,Throh,Fighting,None,5
0539,Sawk,Fighting,None,5
0540,Sewaddle,Bug,Grass,5
0541,Swadloon,Bug,Grass,5
0542,Leavanny,Bug,Grass,5
0543,Venipede,Bug,Poison,5
0544,Whirlipede,Bug,Poison,5
0545,Scolipede,Bug,Poison,5
0546,Cottonee,Grass,Fairy,5
0547,Whimsicott,Grass,Fairy,5
0548,Petilil,Grass,None,5
0549,Lilligant,Grass,None,5
0550,Basculin,Water,None,5
0551,Sandile,Ground,Dark,5
0552,Krokorok,Ground,Dark,5
0553,Krookodile,Ground,Dark,5
0554,Darumaka,Fire,None,5
0555,Darmanitan,Fire,None,5
0556,Maractus,Grass,None,5
0557,Dwebble,Bug,Rock,5
0558,Crustle,Bug,Rock,5
0559,Scraggy,Dark,Fighting,5
0560,Scrafty,Dark,Fighting,5
0561,Sigilyph,Psychic,Flying,5
0562,Yamask,Ghost,None,5
0563,Cofagrigus,Ghost,None,5
0564,Tirtouga,Water,Rock,5
0565,Carracosta,Water,Rock,5
0566,Archen,Rock,Flying,5
0567,Archeops,Rock,Flying,5
0568,Trubbish,Poison,None,5
0569,Garbodor,Poison,None,5
0570,Zorua,Dark,None,5
0571,Zoroark,Dark,None,5
0572,Minccino,Normal,None,5
0573,Cinccino,Normal,None,5
0574,Gothita,Psychic,None,5
0575,Gothorita,Psychic,None,5
0576,Gothitelle,Psychic,None,5
0577,Solosis,Psychic,None,5
0578,Duosion,Psychic,None,5
0579,Reuniclus,Psychic,None,5
0580,Ducklett,Water,Flying,5
0581,Swanna,Water,Flying,5
0582,Vanillite,Ice,None,5
0583,Vanillish,Ice,None,5
0584,Vanilluxe,Ice,None,5
0585,Deerling,Normal,Grass,5
0586,Sawsbuck,Normal,Grass,5
0587,Emolga,Electric,Flying,5
0588,Karrablast,Bug,None,5
0589,Escavalier,Bug,Steel,5
0590,Foongus,Grass,Poison,5
0591,Amoonguss,Grass,Poison,5
0592,Frillish,Water,Ghost,5
0593,Jellicent,Water,Ghost,5
0594,Alomomola,Water,None,5
0595,Joltik,Bug,Electric,5
0596,Galvantula,Bug,Electric,5
0597,Ferroseed,Grass,Steel,5
0598,Ferrothorn,Grass,Steel,5
0599,Klink,Steel,None,5
0600,Klang,Steel,None,5
0601,Klinklang,Steel,None,5
0602,Tynamo,Electric,None,5
0603,Eelektrik,Electric,None,5
0604,Eelektross,Electric,None,5
0605,Elgyem,Psychic,None,5
0606,Beheeyem,Psychic,None,5
0607,Litwick,Ghost,Fire,5
0608,Lampent,Ghost,Fire,5
0609,Chandelure,Ghost,Fire,5
0610,Axew,Dragon,None,5
0611,Fraxure,Dragon,None,5
0612,Haxorus,Dragon,None,5
0613,Cubchoo,Ice,None,5
0614,Beartic,Ice,None,5
0615,Cryogonal,Ice,None,5
0616,Shelmet,Bug,None,5
0617,Accelgor,Bug,None,5
0618,Stunfisk,Ground,Electric,5
0619,Mienfoo,Fighting,None,5
0620,Mienshao,Fighting,None,5
0621,Druddigon,Dragon,None,5
0622,Golett,Ground,Ghost,5
0623,Golurk,Ground,Ghost,5
0624,Pawniard,Dark,Steel,5
0625,Bisharp,Dark,Steel,5
0626,Bouffalant,Normal,None,5
0627,Rufflet,Normal,Flying,5
0628,Braviary,Normal,Flying,5
0629,Vullaby,Dark,Flying,5
0630,Mandibuzz,Dark,Flying,5
0631,Heatmor,Fire,None,5
0632,Durant,Bug,Steel,5
0633,Deino,Dark,Dragon,5
0634,Zweilous,Dark,Dragon,5
0635,Hydreigon,Dark,Dragon,5
0636,Larvesta,Bug,Fire,5
0637,Volcarona,Bug,Fire,5
0638,Cobalion,Steel,Fighting,5
0639,Terrakion,Rock,Fighting,5
0640,Virizion,Grass,Fighting,5
0641,Tornadus,Flying,None,5
0642,Thundurus,Electric,Flying,5
0643,Reshiram,Dragon,Fire,5
0644,Zekrom,Dragon,Electric,5
0645,Landorus,Ground,Flying,5
0646,Kyurem,Dragon,Ice,5
0647,Keldeo,Water,Fighting,5
0648,Meloetta,Normal,Psychic,5
0649,Genesect,Bug,Steel,5
0650,Chespin,Grass,None,6
0651,Quilladin,Grass,None,6
0652,Chesnaught,Grass,Fighting,6
0653,Fennekin,Fire,None,6
0654,Braixen,Fire,None,6
0655,Delphox,Fire,Psychic,6
0656,Froakie,Water,None,6
0657,Frogadier,Water,None,6
0658,Greninja,Water,Dark,6
0659,Bunnelby,Normal,None,6
0660,Diggersby,Normal,Ground,6
0661,Fletchling,Normal,Flying,6
0662,Fletchinder,Fire,Flying,6
0663,Talonflame,Fire,Flying,6
0664,Scatterbug,Bug,None,6
0665,Spewpa,Bug,None,6
0666,Vivillon,Bug,Flying,6
0667,Litleo,Fire,Normal,6
0668,Pyroar,Fire,Normal,6
0669,Flabébé,Fairy,None,6
0670,Floette,Fairy,None,6
0671,Florges,Fairy,None,6
0672,Skiddo,Grass,None,6
0673,Gogoat,Grass,None,6
0674,Pancham,Fighting,None,6
0675,Pangoro,Fighting,Dark,6
0676,Furfrou,Normal,None,6
0677,Espurr,Psychic,None,6
0678,Meowstic,Psychic,None,6
0679,Honedge,Steel,Ghost,6
0680,Doublade,Steel,Ghost,6
0681,Aegislash,Steel,Ghost,6
0682,Spritzee,Fairy,None,6
0683,Aromatisse,Fairy,None,6
0684,Swirlix,Fairy,None,6
0685,Slurpuff,Fairy,None,6
0686,Inkay,Dark,Psychic,6
0687,Malamar,Dark,Psychic,6
0688,Binacle,Rock,Water,6
0689,Barbaracle,Rock,Water,6
0690,Skrelp,Poison,Water,6
0691,Dragalge,Poison,Dragon,6
0692,Clauncher,Water,None,6
0693,Clawitzer,Water,None,6
0694,Helioptile,Electric,Normal,6
0695,Heliolisk,Electric,Normal,6
0696,Tyrunt,Rock,Dragon,6
0697,Tyrantrum,Rock,Dragon,6
0698,Amaura,Rock,Ice,6
0699,Aurorus,Rock,Ice,6
0700,Sylveon,Fairy,None,6
0701,Hawlucha,Fighting,Flying,6
0702,Dedenne,Electric,Fairy,6
0703,Carbink,Rock,Fairy,6
0704,Goomy,Dragon,None,6
0705,Sliggoo,Dragon,None,6
0706,Goodra,Dragon,None,6
0707,Klefki,Steel,Fairy,6
0708,Phantump,Ghost,Grass,6
0709,Trevenant,Ghost,Grass,6
0710,Pumpkaboo,Ghost,Grass,6
0711,Gourgeist,Ghost,Grass,6
0712,Bergmite,Ice,None,6
0713,Avalugg,Ice,None,6
0714,Noibat,Flying,Dragon,6
0715,Noivern,Flying,Dragon,6
0716,Xerneas,Fairy,None,6
0717,Yveltal,Dark,Flying,6
0718,Zygarde,Dragon,Ground,6
0719,Diancie,Rock,Fairy,6
0720,Hoopa,Psychic,Ghost,6
0721,Volcanion,Fire,Water,6
0722,Rowlet,Grass,Flying,7
0723,Dartrix,Grass,Flying,7
0724,Decidueye,Grass,Ghost,7
0725,Litten,Fire,None,7
0726,Torracat,Fire,None,7
0727,Incineroar,Fire,Dark,7
0728,Popplio,Water,None,7
0729,Brionne,Water,None,7
0730,Primarina,Water,Fairy,7
0731,Pikipek,Normal,Flying,7
0732,Trumbeak,Normal,Flying,7
0733,Toucannon,Normal,Flying,7
0734,Yungoos,Normal,None,7
0735,Gumshoos,Normal,None,7
0736,Grubbin,Bug,None,7
0737,Charjabug,Bug,Electric,7
0738,Vikavolt,Bug,Electric,7
0739,Crabrawler,Fighting,None,7
0740,Crabominable,Fighting,Ice,7
0741,Oricorio,Fire,Flying,7
0742,Cutiefly,Bug,Fairy,7
0743,Ribombee,Bug,Fairy,7
0744,Rockruff,Rock,None,7
0745,Lycanroc,Rock,None,7
0746,Wishiwashi,Water,None,7
0747,Mareanie,Poison,Water,7
0748,Toxapex,Poison,Water,7
0749,Mudbray,Ground,None,7
0750,Mudsdale,Ground,None,7
0751,Dewpider,Water,Bug,7
0752,Araquanid,Water,Bug,7
0753,Fomantis,Grass,None,7
0754,Lurantis,Grass,None,7
0755,Morelull,Grass,Fairy,7
0756,Shiinotic,Grass,Fairy,7
0757,Salandit,Poison,Fire,7
0758,Salazzle,Poison,Fire,7
0759,Stufful,Normal,Fighting,7
0760,Bewear,Normal,Fighting,7
0761,Bounsweet,Grass,None,7
0762,Steenee,Grass,None,7
0763,Tsareena,Grass,None,7
0764,Comfey,Fairy,None,7
0765,Oranguru,Normal,Psychic,7
0766,Passimian,Fighting,None,7
0767,Wimpod,Bug,Water,7
0768,Golisopod,Bug,Water,7
0769,Sandygast,Ghost,Ground,7
0770,Palossand,Ghost,Ground,7
0771,Pyukumuku,Water,None,7
0772,Type: Null,Normal,None,7
0773,Silvally,Normal,None,7
0774,Minior,Rock,Flying,7
0775,Komala,Normal,None,7
0776,Turtonator,Fire,Dragon,7
0777,Togedemaru,Electric,Steel,7
0778,Mimikyu,Ghost,Fairy,7
0779,Bruxish,Water,Psychic,7
0780,Drampa,Normal,Dragon,7
0781,Dhelmise,Ghost,Grass,7
