Number,Name,Type1,Type2,Gen
0470,Leafeon,Grass,None,4
0471,Glaceon,Ice,None,4
0700,Sylveon,Fairy,None,6
0587,Emolga,Electric,Flying,5
0193,Yanma,Bug,Flying,2
0469,Yanmega,Bug,Flying,4
0701,Hawlucha,Fighting,Flying,6
0561,Sigilyph,Psychic,Flying,5
0622,Golett,Ground,Ghost,5
0623,Golurk,Ground,Ghost,5
0299,Nosepass,Rock,None,3
0476,Probopass,Rock,Steel,4
0296,Makuhita,Fighting,None,3
0297,Hariyama,Fighting,None,3
0538,Throh,Fighting,None,5
0539,Sawk,Fighting,None,5
0396,Starly,Normal,Flying,4
0397,Staravia,Normal,Flying,4
0398,Staraptor,Normal,Flying,4
0434,Stunky,Poison,Dark,4
0435,Skuntank,Poison,Dark,4
0029,Nidoran♀,Poison,None,1
0030,Nidorina,Poison,None,1
0031,Nidoqueen,Poison,Ground,1
0032,Nidoran♂,Poison,None,1
0033,Nidorino,Poison,None,1
0034,Nidoking,Poison,Ground,1
0702,Dedenne,Electric,Fairy,6
0433,Chingling,Psychic,None,4
0358,Chimecho,Psychic,None,3
0439,Mime Jr.,Psychic,Fairy,4
0122,Mr.Mime,Psychic,Fairy,1
0577,Solosis,Psychic,None,5
0578,Duosion,Psychic,None,5
0579,Reuniclus,Psychic,None,5
0360,Wynaut,Psychic,None,3
0202,Wobbuffet,Psychic,None,2
0524,Roggenrola,Rock,None,5
0525,Boldore,Rock,None,5
0526,Gigalith,Rock,None,5
0302,Sableye,Dark,Ghost,3
0703,Carbink,Rock,Fairy,6
0128,Tauros,Normal,None,1
0241,Miltank,Normal,None,2
0179,Mareep,Electric,None,2
0180,Flaaffy,Electric,None,2
0181,Ampharos,Electric,None,2
0127,Pinsir,Bug,None,1
0214,Heracross,Bug,Fighting,2
0417,Pachirisu,Electric,None,4
0079,Slowpoke,Water,Psychic,1
0080,Slowbro,Water,Psychic,1
0199,Slowking,Water,Psychic,2
0102,Exeggcute,Grass,Psychic,1
0103,Exeggutor,Grass,Psychic,1
0441,Chatot,Normal,Flying,4
0458,Mantyke,Water,Flying,4
0226,Mantine,Water,Flying,2
0366,Clamperl,Water,None,3
0367,Huntail,Water,None,3
0368,Gorebyss,Water,None,3
0223,Remoraid,Water,None,2
0224,Octillery,Water,None,2
0222,Corsola,Water,Rock,2
0170,Chinchou,Water,Electric,2
0171,Lanturn,Water,Electric,2
0594,Alomomola,Water,None,5
0131,Lapras,Water,Ice,1
0144,Articuno,Ice,Flying,1
0145,Zapdos,Electric,Flying,1
0146,Moltres,Fire,Flying,1
0050,Diglett,Ground,None,1
0051,Dugtrio,Ground,None,1
0328,Trapinch,Ground,None,3
0329,Vibrava,Ground,Dragon,3
0330,Flygon,Ground,Dragon,3
0443,Gible,Dragon,Ground,4
0444,Gabite,Dragon,Ground,4
0445,Garchomp,Dragon,Ground,4
0074,Geodude,Rock,Ground,1
0075,Graveler,Rock,Ground,1
0076,Golem,Rock,Ground,1
0218,Slugma,Fire,None,2
0219,Magcargo,Fire,Rock,2
0213,Shuckle,Bug,Rock,2
0451,Skorupi,Poison,Bug,4
0452,Drapion,Poison,Dark,4
0194,Wooper,Water,Ground,2
0195,Quagsire,Water,Ground,2
0704,Goomy,Dragon,None,6
0705,Sliggoo,Dragon,None,6
0706,Goodra,Dragon,None,6
0588,Karrablast,Bug,None,5
0589,Escavalier,Bug,Steel,5
0616,Shelmet,Bug,None,5
0617,Accelgor,Bug,None,5
0069,Bellsprout,Grass,Poison,1
0070,Weepinbell,Grass,Poison,1
0071,Victreebel,Grass,Poison,1
0455,Carnivine,Grass,None,4
0092,Gastly,Ghost,Poison,1
0093,Haunter,Ghost,Poison,1
0094,Gengar,Ghost,Poison,1
0060,Poliwag,Water,None,1
0061,Poliwhirl,Water,None,1
0062,Poliwrath,Water,Fighting,1
0186,Politoed,Water,None,2
0023,Ekans,Poison,None,1
0024,Arbok,Poison,None,1
0618,Stunfisk,Ground,Electric,5
0339,Barboach,Water,Ground,3
0340,Whiscash,Water,Ground,3
0509,Purrloin,Dark,None,5
0510,Liepard,Dark,None,5
0261,Poochyena,Dark,None,3
0262,Mightyena,Dark,None,3
0504,Patrat,Normal,None,5
0505,Watchog,Normal,None,5
0624,Pawniard,Dark,Steel,5
0625,Bisharp,Dark,Steel,5
0707,Klefki,Steel,Fairy,6
0198,Murkrow,Dark,Flying,2
0430,Honchkrow,Dark,Flying,4
0590,Foongus,Grass,Poison,5
0591,Amoonguss,Grass,Poison,5
0270,Lotad,Water,Grass,3
0271,Lombre,Water,Grass,3
0272,Ludicolo,Water,Grass,3
0418,Buizel,Water,None,4
0419,Floatzel,Water,None,4
0550,Basculin,Water,None,5
0708,Phantump,Ghost,Grass,6
0709,Trevenant,Ghost,Grass,6
0710,Pumpkaboo,Ghost,Grass,6
0711,Gourgeist,Ghost,Grass,6
0607,Litwick,Ghost,Fire,5
0608,Lampent,Ghost,Fire,5
0609,Chandelure,Ghost,Fire,5
0479,Rotom,Electric,Ghost,4
0081,Magnemite,Electric,Steel,1
0082,Magneton,Electric,Steel,1
0462,Magnezone,Electric,Steel,4
0100,Voltorb,Electric,None,1
0101,Electrode,Electric,None,1
0568,Trubbish,Poison,None,5
0569,Garbodor,Poison,None,5
0220,Swinub,Ice,Ground,2
0221,Piloswine,Ice,Ground,2
0473,Mamoswine,Ice,Ground,4
0712,Bergmite,Ice,None,6
0713,Avalugg,Ice,None,6
0613,Cubchoo,Ice,None,5
0614,Beartic,Ice,None,5
0238,Smoochum,Ice,Psychic,2
0124,Jynx,Ice,Psychic,1
0582,Vanillite,Ice,None,5
0583,Vanillish,Ice,None,5
0584,Vanilluxe,Ice,None,5
0459,Snover,Grass,Ice,4
0460,Abomasnow,Grass,Ice,4
0225,Delibird,Ice,Flying,2
0215,Sneasel,Dark,Ice,2
0461,Weavile,Dark,Ice,4
0532,Timburr,Fighting,None,5
0533,Gurdurr,Fighting,None,5
0534,Conkeldurr,Fighting,None,5
0324,Torkoal,Fire,None,3
0027,Sandshrew,Ground,None,1
0028,Sandslash,Ground,None,1
0304,Aron,Steel,Rock,3
0305,Lairon,Steel,Rock,3
0306,Aggron,Steel,Rock,3
0246,Larvitar,Rock,Ground,2
0247,Pupitar,Rock,Ground,2
0248,Tyranitar,Rock,Dark,2
0631,Heatmor,Fire,None,5
0632,Durant,Bug,Steel,5
0167,Spinarak,Bug,Poison,2
0168,Ariados,Bug,Poison,2
0021,Spearow,Normal,Flying,1
0022,Fearow,Normal,Flying,1
0615,Cryogonal,Ice,None,5
0227,Skarmory,Steel,Flying,2
0714,Noibat,Flying,Dragon,6
0715,Noivern,Flying,Dragon,6
0207,Gligar,Ground,Flying,2
0472,Gliscor,Ground,Flying,4
0163,Hoothoot,Normal,Flying,2
0164,Noctowl,Normal,Flying,2
0174,Igglybuff,Normal,Fairy,2
0039,Jigglypuff,Normal,Fairy,1
0040,Wigglytuff,Normal,Fairy,1
0353,Shuppet,Ghost,None,3
0354,Banette,Ghost,None,3
0570,Zorua,Dark,None,5
0571,Zoroark,Dark,None,5
0574,Gothita,Psychic,None,5
0575,Gothorita,Psychic,None,5
0576,Gothitelle,Psychic,None,5
0438,Bonsly,Rock,None,4
0185,Sudowoodo,Rock,None,2
0327,Spinda,Normal,None,3
0216,Teddiursa,Normal,None,2
0217,Ursaring,Normal,None,2
0108,Lickitung,Normal,None,1
0463,Lickilicky,Normal,None,4
0123,Scyther,Bug,Flying,1
0212,Scizor,Bug,Steel,2
0132,Ditto,Normal,None,1
0333,Swablu,Normal,Flying,3
0334,Altaria,Dragon,Flying,3
0621,Druddigon,Dragon,None,5
0633,Deino,Dark,Dragon,5
0634,Zweilous,Dark,Dragon,5
0635,Hydreigon,Dark,Dragon,5
0147,Dratini,Dragon,None,1
0148,Dragonair,Dragon,None,1
0149,Dragonite,Dragon,Flying,1
0716,Xerneas,Fairy,None,6
0717,Yveltal,Dark,Flying,6
0718,Zygarde,Dragon,Ground,6
0150,Mewtwo,Psychic,None,1
