Number,Name,Type1,Type2,Gen
0861,Grimmsnarl,Dark,Fairy,8
0856,Hatenna,Psychic,None,8
0857,Hattrem,Psychic,None,8
0858,Hatterene,Psychic,Fairy,8
0757,Salandit,Poison,Fire,7
0758,Salazzle,Poison,Fire,7
0624,Pawniard,Dark,Steel,5
0625,Bisharp,Dark,Steel,5
0538,Throh,Fighting,None,5
0539,Sawk,Fighting,None,5
0109,Koffing,Poison,None,1
0110,Weezing,Poison,None,1
0438,Bonsly,Rock,None,4
0185,Sudowoodo,Rock,None,2
0173,Cleffa,Fairy,None,2
0035,Clefairy,Fairy,None,1
0036,Clefable,Fairy,None,1
0175,Togepi,Fairy,None,2
0176,Togetic,Fairy,Flying,2
0468,Togekiss,Fairy,Flying,4
0446,Munchlax,Normal,None,4
0143,Snorlax,Normal,None,1
0546,Cottonee,Grass,Fairy,5
0547,Whimsicott,Grass,Fairy,5
0111,Rhyhorn,Ground,Rock,1
0112,Rhydon,Ground,Rock,1
0464,Rhyperior,Ground,Rock,4
0574,Gothita,Psychic,None,5
0575,Gothorita,Psychic,None,5
0576,Gothitelle,Psychic,None,5
0577,Solosis,Psychic,None,5
0578,Duosion,Psychic,None,5
0579,Reuniclus,Psychic,None,5
0588,Karrablast,Bug,None,5
0589,Escavalier,Bug,Steel,5
0616,Shelmet,Bug,None,5
0617,Accelgor,Bug,None,5
0605,Elgyem,Psychic,None,5
0606,Beheeyem,Psychic,None,5
0613,Cubchoo,Ice,None,5
0614,Beartic,Ice,None,5
0627,Rufflet,Normal,Flying,5
0628,Braviary,Normal,Flying,5
0629,Vullaby,Dark,Flying,5
0630,Mandibuzz,Dark,Flying,5
0451,Skorupi,Poison,Bug,4
0452,Drapion,Poison,Dark,4
0607,Litwick,Ghost,Fire,5
0608,Lampent,Ghost,Fire,5
0609,Chandelure,Ghost,Fire,5
0686,Inkay,Dark,Psychic,6
0687,Malamar,Dark,Psychic,6
0215,Sneasel,Dark,Ice,2
0461,Weavile,Dark,Ice,4
0302,Sableye,Dark,Ghost,3
0303,Mawile,Steel,Fairy,3
0556,Maractus,Grass,None,5
0561,Sigilyph,Psychic,Flying,5
0447,Riolu,Fighting,None,4
0448,Lucario,Fighting,Steel,4
0324,Torkoal,Fire,None,3
0778,Mimikyu,Ghost,Fairy,7
0878,Cufant,Steel,None,8
0879,Copperajah,Steel,None,8
0211,Qwilfish,Water,Poison,2
0592,Frillish,Water,Ghost,5
0593,Jellicent,Water,Ghost,5
0747,Mareanie,Poison,Water,7
0748,Toxapex,Poison,Water,7
0845,Cramorant,Flying,Water,8
0848,Toxel,Electric,Poison,8
0849,Toxtricity,Electric,Poison,8
0843,Silicobra,Ground,None,8
0844,Sandaconda,Ground,None,8
0449,Hippopotas,Ground,None,4
0450,Hippowdon,Ground,None,4
0632,Durant,Bug,Steel,5
0631,Heatmor,Fire,None,5
0694,Helioptile,Electric,Normal,6
0695,Heliolisk,Electric,Normal,6
0701,Hawlucha,Fighting,Flying,6
0328,Trapinch,Ground,None,3
0329,Vibrava,Ground,Dragon,3
0330,Flygon,Ground,Dragon,3
0610,Axew,Dragon,None,5
0611,Fraxure,Dragon,None,5
0612,Haxorus,Dragon,None,5
0562,Yamask,Ghost,None,5
0867,Runerigus,Ground,Ghost,8
0563,Cofagrigus,Ghost,None,5
0679,Honedge,Steel,Ghost,6
0680,Doublade,Steel,Ghost,6
0681,Aegislash,Steel,Ghost,6
0077,Ponyta,Fire,None,1
0078,Rapidash,Fire,None,1
0854,Sinistea,Ghost,None,8
0855,Polteageist,Ghost,None,8
0876,Indeedee,Psychic,Normal,8
0708,Phantump,Ghost,Grass,6
0709,Trevenant,Ghost,Grass,6
0755,Morelull,Grass,Fairy,7
0756,Shiinotic,Grass,Fairy,7
0765,Oranguru,Normal,Psychic,7
0766,Passimian,Fighting,None,7
0877,Morpeko,Electric,Dark,8
0870,Falinks,Fighting,None,8
0780,Drampa,Normal,Dragon,7
0776,Turtonator,Fire,Dragon,7
0777,Togedemaru,Electric,Steel,7
0872,Snom,Ice,Bug,8
0873,Frosmoth,Ice,Bug,8
0852,Clobbopus,Fighting,None,8
0853,Grapploct,Fighting,None,8
0871,Pincurchin,Electric,None,8
0458,Mantyke,Water,Flying,4
0226,Mantine,Water,Flying,2
0320,Wailmer,Water,None,3
0321,Wailord,Water,None,3
0712,Bergmite,Ice,None,6
0713,Avalugg,Ice,None,6
0781,Dhelmise,Ghost,Grass,7
0131,Lapras,Water,Ice,1
0337,Lunatone,Rock,Psychic,3
0338,Solrock,Rock,Psychic,3
0439,Mime Jr.,Psychic,Fairy,4
0122,Mr.Mime,Psychic,Fairy,1
0866,Mr. Rime,Ice,Psychic,8
0554,Darumaka,Fire,None,5
0555,Darmanitan,Fire,None,5
0874,Stonjourner,Rock,None,8
0875,Eiscue,Ice,None,8
0884,Duraludon,Steel,Dragon,8
0479,Rotom,Electric,Ghost,4
0132,Ditto,Normal,None,1
0880,Dracozolt,Electric,Dragon,8
0881,Arctozolt,Electric,Ice,8
0882,Dracovish,Water,Dragon,8
0883,Arctovish,Water,Ice,8
0004,Charmander,Fire,None,1
0005,Charmeleon,Fire,None,1
0006,Charizard,Fire,Flying,1
0772,Type: Null,Normal,None,7
0773,Silvally,Normal,None,7
0246,Larvitar,Rock,Ground,2
0247,Pupitar,Rock,Ground,2
0248,Tyranitar,Rock,Dark,2
0633,Deino,Dark,Dragon,5
0634,Zweilous,Dark,Dragon,5
0635,Hydreigon,Dark,Dragon,5
0704,Goomy,Dragon,None,6
0705,Sliggoo,Dragon,None,6
0706,Goodra,Dragon,None,6
0782,Jangmo-o,Dragon,None,7
0783,Hakamo-o,Dragon,Fighting,7
0784,Kommo-o,Dragon,Fighting,7
0885,Dreepy,Dragon,Ghost,8
0886,Drakloak,Dragon,Ghost,8
0887,Dragapult,Dragon,Ghost,8
0888,Zacian,Fairy,None,8
0889,Zamazenta,Fighting,None,8
0890,Eternatus,Poison,Dragon,8
